数量统计：圆弧门 8 个。
圆弧门        x1        y1        x2        y2
Dor1: 14880.17, 9242.50, 15802.51, 10192.83
Dor2: 16515.51, 7068.51, 17339.51, 7892.51
Dor3: 9465.51, 12132.51, 10289.51, 12956.51
Dor4: 9533.51, 8250.51, 10357.51, 9074.51
Dor5: 8523.51, 11100.51, 9247.51, 11824.51
Dor6: 7665.51, 8092.51, 8389.51, 8816.51
Dor7: 7883.97, 10476.37, 8608.90, 11366.77
Dor8: 9665.51, 10932.51, 10389.51, 11656.51
